EMAIL,IS_SUBSCRIBED
user312_3@email.com,1
user313_2@email.com,0
user314_2@email.com,0
user315_1@email.com,1
user316_1@email.com,1
user317_1@email.com,0
user318_1@email.com,0
user319_1@email.com,1
user320_3@email.com,1
user321_2@email.com,0
user322_2@email.com,0
user323_3@email.com,1
user324_1@email.com,0
user325_1@email.com,0
user326_3@email.com,0
user327_3@email.com,0
user328_1@email.com,0
user329_3@email.com,1
user330_1@email.com,0
user331_1@email.com,0
user332_1@email.com,1
user333_2@email.com,1
user334_1@email.com,1
user335_1@email.com,0
user336_3@email.com,0
user337_1@email.com,0
user338_2@email.com,1
user339_2@email.com,0
user340_2@email.com,1
user341_3@email.com,0
user342_2@email.com,1
user343_1@email.com,0
user344_3@email.com,1
user345_3@email.com,1
user346_1@email.com,0
user347_2@email.com,1
user348_1@email.com,0
user349_2@email.com,0
user350_1@email.com,0
user351_3@email.com,1
user352_2@email.com,0
user353_3@email.com,1
user354_2@email.com,1
user355_1@email.com,0
user356_2@email.com,1
user357_2@email.com,0
user358_1@email.com,0
user359_2@email.com,1
user360_1@email.com,0
user361_2@email.com,1
user362_3@email.com,1
user363_1@email.com,0
user364_3@email.com,1
user365_1@email.com,0
user366_3@email.com,1
user367_3@email.com,0
user368_3@email.com,1
user369_3@email.com,0
user370_2@email.com,0
user371_2@email.com,0
user372_1@email.com,0
user373_3@email.com,1
user374_3@email.com,1
user375_2@email.com,1
user376_2@email.com,0
user377_3@email.com,1
user378_3@email.com,0
user379_2@email.com,0
user380_1@email.com,0
user381_2@email.com,0
user382_3@email.com,1
user383_2@email.com,1
user384_3@email.com,0
user385_1@email.com,0
user386_1@email.com,0
user387_2@email.com,0
user388_1@email.com,0
user389_1@email.com,0
user390_3@email.com,1
user391_3@email.com,0
user392_3@email.com,0
user393_3@email.com,0
user394_1@email.com,0
user395_1@email.com,1
user396_1@email.com,0
user397_2@email.com,0
user398_3@email.com,0
user399_2@email.com,1
user400_1@email.com,1
user401_2@email.com,1
user402_1@email.com,0
user403_1@email.com,1
user404_2@email.com,1
user405_2@email.com,1
user406_2@email.com,1
user407_3@email.com,1
user408_3@email.com,1
user409_2@email.com,1
user410_3@email.com,1
user411_2@email.com,0
user412_3@email.com,0
user413_1@email.com,1
user414_3@email.com,1
user415_2@email.com,0
user416_2@email.com,0
user417_3@email.com,1
user418_2@email.com,1
user419_2@email.com,0
user420_3@email.com,0
user421_1@email.com,0
user422_3@email.com,1
user423_3@email.com,1
user424_2@email.com,1
user425_2@email.com,0
user426_3@email.com,0
user427_3@email.com,0
user428_1@email.com,0
user429_2@email.com,0
user430_3@email.com,0
user431_2@email.com,0
user432_3@email.com,1
user433_1@email.com,0
user434_3@email.com,1
user435_1@email.com,0
user436_1@email.com,0
user437_3@email.com,0
user438_3@email.com,1
user439_2@email.com,0
user440_1@email.com,1
user441_3@email.com,1
user442_3@email.com,1
user443_1@email.com,1
user444_1@email.com,1
user445_3@email.com,0
user446_3@email.com,1
user447_2@email.com,0
user448_1@email.com,1
user449_1@email.com,1
user450_2@email.com,1
user451_2@email.com,0
user452_1@email.com,0
user453_1@email.com,0
user454_3@email.com,0
user455_1@email.com,1
user456_1@email.com,0
user457_3@email.com,0
user458_3@email.com,0
user459_1@email.com,1
user460_1@email.com,0
user461_3@email.com,1
user462_1@email.com,0
user463_2@email.com,0
user464_3@email.com,0
user465_1@email.com,1
user466_1@email.com,1
user467_3@email.com,0
user468_2@email.com,1
user469_3@email.com,0
user470_3@email.com,0
user471_1@email.com,0
user472_1@email.com,1
user473_3@email.com,0
user474_2@email.com,0
user475_3@email.com,1
user476_3@email.com,1
user477_3@email.com,1
user478_1@email.com,0
user479_1@email.com,1
user480_2@email.com,0
user481_2@email.com,0
user482_1@email.com,1
user483_3@email.com,0
user484_2@email.com,1
user485_2@email.com,1
user486_1@email.com,1
user487_1@email.com,1
user488_2@email.com,1
user489_1@email.com,1
user490_3@email.com,0
user491_2@email.com,1
user492_3@email.com,0
user493_2@email.com,0
user494_3@email.com,0
user495_3@email.com,0
user496_3@email.com,1
user497_2@email.com,1
user498_1@email.com,1
user499_1@email.com,0
user500_3@email.com,1
user501_1@email.com,1
user502_3@email.com,0
user503_3@email.com,1
user504_3@email.com,1
user505_2@email.com,1
user506_2@email.com,1
user507_1@email.com,0
user508_3@email.com,1
user509_1@email.com,0
user510_2@email.com,1
user511_1@email.com,0
user512_1@email.com,1
user513_2@email.com,0
user514_1@email.com,1
user515_3@email.com,1
user516_2@email.com,0
user517_2@email.com,0
user518_3@email.com,0
user519_3@email.com,0
user520_2@email.com,0
user521_1@email.com,0
user522_1@email.com,1
user523_2@email.com,1
user524_2@email.com,0
user525_3@email.com,0
user526_2@email.com,1
user527_2@email.com,1
user528_3@email.com,0
user529_1@email.com,0
user530_3@email.com,1
user531_1@email.com,0
user532_3@email.com,1
user533_3@email.com,1
user534_2@email.com,0
user535_1@email.com,1
user536_2@email.com,0
user537_2@email.com,1
user538_1@email.com,1
user539_1@email.com,1
user540_1@email.com,1
user541_3@email.com,1
user542_2@email.com,0
user543_2@email.com,1
user544_3@email.com,0
user545_3@email.com,0
user546_1@email.com,1
user547_1@email.com,1
user548_1@email.com,0
user549_2@email.com,0
user550_2@email.com,0
user551_3@email.com,0
user552_2@email.com,1
user553_3@email.com,0
user554_3@email.com,0
user555_2@email.com,0
user556_1@email.com,0
user557_3@email.com,0
user558_2@email.com,0
user559_3@email.com,0
user560_3@email.com,1
user561_1@email.com,0
user562_3@email.com,1
user563_1@email.com,1
user564_2@email.com,0
user565_2@email.com,0
user566_1@email.com,0
user567_3@email.com,1
user568_3@email.com,0
user569_2@email.com,0
user570_3@email.com,1
user571_3@email.com,1
user572_2@email.com,1
user573_2@email.com,1
user574_3@email.com,1
user575_1@email.com,1
user576_3@email.com,0
user577_1@email.com,0
user578_2@email.com,0
user579_1@email.com,1
user580_3@email.com,0
user581_2@email.com,1
user582_3@email.com,0
user583_3@email.com,1
user584_3@email.com,0
user585_2@email.com,0
user586_3@email.com,1
user587_3@email.com,0
user588_3@email.com,1
user589_2@email.com,0
user590_2@email.com,0
user591_2@email.com,1
user592_3@email.com,1
user593_1@email.com,1
user594_1@email.com,1
user595_1@email.com,0
user596_3@email.com,1
user597_3@email.com,0
user598_1@email.com,1
user599_1@email.com,1
user600_2@email.com,0
user601_1@email.com,1
user602_1@email.com,1
user603_3@email.com,1
user604_3@email.com,1
user605_1@email.com,0
user606_2@email.com,1
user607_2@email.com,1
user608_1@email.com,1
user609_3@email.com,1
user610_2@email.com,0
user611_2@email.com,1
user612_2@email.com,1
user613_1@email.com,1
user614_1@email.com,1
user615_1@email.com,0
user616_1@email.com,1
user617_3@email.com,0
user618_3@email.com,0
user619_1@email.com,1
user620_3@email.com,1
user621_3@email.com,1
user622_3@email.com,1
user623_2@email.com,0
user624_2@email.com,0
user625_1@email.com,0
user626_1@email.com,0
user627_2@email.com,0
user628_1@email.com,1
user629_2@email.com,1
user630_3@email.com,1
user631_2@email.com,0
user632_1@email.com,0
user633_1@email.com,1
user634_3@email.com,0
user635_2@email.com,0
user636_1@email.com,1
user637_2@email.com,1
user638_1@email.com,0
user639_1@email.com,1
user640_2@email.com,1
user641_2@email.com,1
user642_2@email.com,1
user643_3@email.com,0
user644_1@email.com,0
user645_2@email.com,0
user646_2@email.com,0
user647_2@email.com,0
user648_3@email.com,1
user649_1@email.com,1
user650_3@email.com,0
user651_3@email.com,0
user652_3@email.com,0
user653_2@email.com,0
user654_2@email.com,1
user655_3@email.com,0
user656_3@email.com,0
user657_2@email.com,1
user658_1@email.com,0
user659_3@email.com,0
user660_2@email.com,0
user661_2@email.com,0
user662_2@email.com,1
user663_3@email.com,1
user664_2@email.com,1
user665_3@email.com,0
user666_1@email.com,1
user667_2@email.com,0
user668_3@email.com,0
user669_1@email.com,0
user670_3@email.com,1
user671_2@email.com,0
user672_2@email.com,0
user673_2@email.com,1
user674_2@email.com,0
user675_2@email.com,0
user676_2@email.com,0
user677_3@email.com,0
user678_3@email.com,0
user679_2@email.com,1
user680_2@email.com,1
user681_3@email.com,1
user682_2@email.com,1
user683_1@email.com,1
user684_3@email.com,0
user685_3@email.com,1
user686_2@email.com,1
user687_2@email.com,0
user688_1@email.com,1
user689_3@email.com,1
user690_1@email.com,1
user691_2@email.com,1
user692_1@email.com,1
user693_2@email.com,1
user694_2@email.com,1
user695_3@email.com,1
user696_1@email.com,1
user697_1@email.com,1
user698_1@email.com,1
user699_1@email.com,0
user700_2@email.com,0
user701_2@email.com,1
user702_2@email.com,1
user703_2@email.com,0
user704_1@email.com,1
user705_1@email.com,1
user706_3@email.com,0
user707_1@email.com,1
user708_3@email.com,0
user709_2@email.com,0
user710_2@email.com,1
user711_2@email.com,0
user712_2@email.com,1
user713_3@email.com,1
user714_2@email.com,1
user715_2@email.com,0
user716_2@email.com,0
user717_3@email.com,0
user718_3@email.com,0
user719_3@email.com,1
user720_1@email.com,0
user721_2@email.com,0
user722_2@email.com,0
user723_3@email.com,0
user724_2@email.com,0
user725_3@email.com,0
user726_2@email.com,0
user727_1@email.com,0
user728_3@email.com,1
user729_2@email.com,1
user730_1@email.com,0
user731_2@email.com,0
user732_2@email.com,0
user733_1@email.com,0
user734_1@email.com,0
user735_3@email.com,0
user736_2@email.com,0
user737_2@email.com,1
user738_3@email.com,0
user739_3@email.com,0
user740_1@email.com,1
user741_1@email.com,1
user742_1@email.com,1
user743_2@email.com,1
user744_2@email.com,1
user745_1@email.com,0
user746_3@email.com,1
user747_2@email.com,1
user748_2@email.com,1
user749_3@email.com,1
user750_2@email.com,1
user751_1@email.com,0
user752_2@email.com,0
user753_3@email.com,1
user754_3@email.com,1
user755_3@email.com,0
user756_1@email.com,1
user757_1@email.com,1
user758_3@email.com,1
user759_2@email.com,1
user760_2@email.com,1
user761_1@email.com,0
user762_1@email.com,1
user763_3@email.com,1
user764_3@email.com,0
user765_2@email.com,1
user766_1@email.com,1
user767_2@email.com,0
user768_1@email.com,0
user769_2@email.com,0
user770_3@email.com,0
user771_2@email.com,0
user772_1@email.com,1
user773_1@email.com,1
user774_1@email.com,0
user775_1@email.com,0
user776_2@email.com,1
user777_2@email.com,0
user778_2@email.com,1
user779_3@email.com,1
user780_3@email.com,1
user781_2@email.com,1
user782_1@email.com,1
user783_1@email.com,1
user784_1@email.com,0
user785_2@email.com,0
user786_3@email.com,0
user787_3@email.com,1
user788_3@email.com,0
user789_3@email.com,1
user790_1@email.com,0
user791_1@email.com,0
user792_3@email.com,0
user793_1@email.com,1
user794_1@email.com,1
user795_1@email.com,0
user796_1@email.com,0
user797_2@email.com,0
user798_1@email.com,0
user799_1@email.com,1
user800_3@email.com,0
user801_2@email.com,0
user802_3@email.com,0
user803_3@email.com,0
user804_2@email.com,0
user805_2@email.com,0
user806_2@email.com,1
user807_3@email.com,1
user808_1@email.com,1
user809_3@email.com,0
user810_3@email.com,0
user811_2@email.com,1
user812_2@email.com,1
user813_1@email.com,1
user814_1@email.com,1
user815_1@email.com,1
user816_3@email.com,1
user817_3@email.com,0
user818_1@email.com,1
user819_1@email.com,0
user820_3@email.com,1
user821_3@email.com,1
user822_1@email.com,1
user823_1@email.com,0
user824_1@email.com,1
user825_2@email.com,1
user826_1@email.com,1
user827_1@email.com,0
user828_3@email.com,0
user829_1@email.com,1
user830_3@email.com,1
user831_3@email.com,1
user832_3@email.com,0
user833_2@email.com,1
user834_3@email.com,1
user835_2@email.com,1
user836_2@email.com,0
user837_2@email.com,0
user838_2@email.com,0
user839_3@email.com,1
user840_3@email.com,0
user841_1@email.com,1
user842_1@email.com,0
user843_3@email.com,1
user844_1@email.com,1
user845_1@email.com,0
user846_3@email.com,0
user847_1@email.com,1
user848_3@email.com,0
user849_3@email.com,1
user850_2@email.com,0
user851_1@email.com,1
user852_1@email.com,1
user853_3@email.com,0
user854_1@email.com,0
user855_1@email.com,1
user856_3@email.com,1
user857_1@email.com,0
user858_1@email.com,1
user859_2@email.com,0
user860_3@email.com,0
user861_3@email.com,0
user862_3@email.com,0
user863_1@email.com,0
user864_3@email.com,1
user865_3@email.com,0
user866_3@email.com,0
user867_3@email.com,0
user868_2@email.com,1
user869_1@email.com,0
user870_3@email.com,0
user871_1@email.com,0
user872_2@email.com,1
user873_3@email.com,1
user874_3@email.com,1
user875_2@email.com,0
user876_1@email.com,0
user877_1@email.com,1
user878_3@email.com,1
user879_2@email.com,1
user880_3@email.com,1
user881_2@email.com,1
user882_2@email.com,0
user883_1@email.com,1
user884_1@email.com,1
user885_2@email.com,0
user886_2@email.com,1
user887_2@email.com,1
user888_3@email.com,0
user889_3@email.com,1
user890_1@email.com,0
user891_2@email.com,1
user892_2@email.com,1
user893_2@email.com,1
user894_2@email.com,0
user895_1@email.com,0
user896_2@email.com,1
user897_3@email.com,0
user898_3@email.com,0
user899_1@email.com,0
user900_2@email.com,0
user901_3@email.com,1
user902_2@email.com,0
user903_3@email.com,0
user904_2@email.com,0
user905_1@email.com,0
user906_2@email.com,0
user907_1@email.com,0
user908_3@email.com,1
user909_3@email.com,0
user910_2@email.com,1
user911_1@email.com,0
user912_1@email.com,0
user913_3@email.com,0
user914_1@email.com,1
user915_1@email.com,1
user916_2@email.com,1
user917_2@email.com,1
user918_1@email.com,0
user919_3@email.com,0
user920_3@email.com,1
user921_1@email.com,0
user922_3@email.com,1
user923_3@email.com,0
user924_3@email.com,0
user925_3@email.com,0
user926_2@email.com,0
user927_3@email.com,0
user928_2@email.com,0
user929_2@email.com,1
user930_2@email.com,0
user931_2@email.com,0
user932_2@email.com,1
user933_1@email.com,1
user934_2@email.com,1
user935_2@email.com,1
user936_1@email.com,1
user937_2@email.com,1
user938_2@email.com,0
user939_2@email.com,1
user940_3@email.com,1
user941_3@email.com,0
user942_3@email.com,0
user943_1@email.com,0
user944_2@email.com,0
user945_1@email.com,1
user946_1@email.com,1
user947_3@email.com,0
user948_1@email.com,1
user949_2@email.com,1
user950_1@email.com,1
user951_3@email.com,0
user952_3@email.com,0
user953_1@email.com,1
user954_3@email.com,0
user955_3@email.com,0
user956_2@email.com,1
user957_3@email.com,0
user958_2@email.com,0
user959_2@email.com,1
user960_2@email.com,0
user961_2@email.com,0
user962_1@email.com,1
user963_3@email.com,0
user964_1@email.com,1
user965_2@email.com,1
user966_3@email.com,0
user967_3@email.com,0
user968_1@email.com,0
user969_2@email.com,1
user970_2@email.com,1
user971_2@email.com,0
user972_2@email.com,0
user973_1@email.com,0
user974_3@email.com,1
user975_3@email.com,1
user976_1@email.com,1
user977_2@email.com,1
user978_2@email.com,1
user979_2@email.com,0
user980_1@email.com,0
user981_1@email.com,0
user982_1@email.com,0
user983_3@email.com,0
user984_3@email.com,0
user985_1@email.com,0
user986_1@email.com,1
user987_3@email.com,0
user988_1@email.com,0
user989_2@email.com,1
user990_1@email.com,0
user991_2@email.com,0
user992_3@email.com,1
user993_2@email.com,1
user994_1@email.com,1
user995_3@email.com,1
user996_1@email.com,1
user997_3@email.com,0
user998_2@email.com,0
user999_2@email.com,0
